ID lat_in lon_in beta_slope inf_CI sup_CI number_of_BRUVS
"580" -19.8474240362538 165.842095006042 -1.06826117851559 -1.10126117851559 -1.03526117851559 4
"581" -19.2498908611111 163.12913725 -1.01632681970447 -1.10732681970448 -0.926326819704475 4
"582" -19.1315453658537 163.688543085366 -1.08343585582074 -1.16543585582074 -1.00343585582074 2
"583" -18.895517 163.4555 -0.557497713891997 -0.933497713891999 -0.146497713891996 1
"584" -20.3961681351351 166.141520513514 -1.21134331538123 -1.36034331538124 -1.07134331538123 1
"585" -23.6342143809524 -178.93219047619 -1.04455814180406 -1.10555814180406 -0.984558141804062 3
"586" -23.6285683597884 -178.935744761905 -1.09211165350467 -1.13311165350467 -1.05211165350467 7
"587" -23.9387076190476 -179.107938412698 -1.15409812635079 -1.25109812635079 -1.06109812635079 6
"588" -23.9243366666667 -179.124506074074 -1.10562776452887 -1.16562776452886 -1.04662776452886 6
"589" -22.5927228318584 -176.918558230089 -1.09646732234627 -1.14246732234627 -1.05146732234627 3
"590" -22.331705 -176.203763448276 -1.07002588445697 -1.14302588445696 -0.998025884456965 2
"591" -23.6505430769231 -178.893566923077 -0.878945957510208 -1.03894595751021 -0.711945957510206 4
"592" -23.9380443103448 -179.14403862069 -1.04034040024816 -1.10534040024816 -0.975340400248161 4
"593" -7.34201618717228 72.4545864684821 -1.0603499862484 -1.1013499862484 -1.0193499862484 7
"594" -7.39030771484638 72.4512107909103 -0.939403920466266 -0.983403920466266 -0.894403920466264 9
"595" -5.3326779505396 72.2306294404666 -0.997415322347677 -1.01041532234768 -0.984415322347676 15
"596" -7.25004377486522 72.4472167499427 -1.1185527013016 -1.1455527013016 -1.0915527013016 7
"597" -7.25349823529157 72.4014942155528 -1.16295846980681 -1.18095846980681 -1.14495846980681 12
"598" -7.40514735256335 72.4314578752214 -1.04368425580088 -1.07168425580088 -1.01568425580088 10
"599" -7.23198770791284 72.4356474053617 -1.08687405408836 -1.10287405408836 -1.07087405408836 3
"600" -7.22634083470279 72.4203202094209 -1.08215800326987 -1.10815800326987 -1.05715800326987 3
"601" -7.33259707078928 72.4533610779483 -1.19562747337126 -1.24162747337126 -1.15162747337126 8
"602" -6.65190742655478 71.3560624294705 -1.17964118733286 -1.19564118733286 -1.16364118733286 13
"603" -5.25111865214564 71.7937975233254 -1.03628850912489 -1.04628850912489 -1.02628850912489 15
"604" -6.63764658669786 71.3376301087574 -1.08083257867983 -1.09183257867983 -1.06983257867984 12
"605" -5.30735909039872 71.9743535852252 -0.993903031562252 -1.00090303156225 -0.98690303156225 16
"606" -5.42997888344036 71.8272963972338 -1.13124587263183 -1.13824587263183 -1.12524587263183 14
"607" -5.25161756086872 71.8096785702188 -1.13972628589862 -1.16972628589862 -1.10972628589862 4
"608" -5.4202653730586 71.7565553291853 -0.97586941631875 -1.01686941631875 -0.93386941631875 9
"609" -5.31549339968031 72.2518734089099 -1.12552689691362 -1.18052689691362 -1.07152689691362 5
"610" -7.39116566877376 72.4450497598707 -1.05487842829256 -1.11987842829256 -0.990878428292561 3
"611" -5.27901255139949 71.9679382723989 -1.03615205666182 -1.05815205666181 -1.01415205666181 16
"612" -5.25270801822157 71.7977561054422 -1.1338544260065 -1.1448544260065 -1.1228544260065 18
"613" -7.14820527470356 72.1272255599473 -0.996840598449842 -1.01884059844984 -0.974840598449841 10
"614" -6.11477769730185 71.5093425969646 -1.08346504402843 -1.10246504402843 -1.06446504402843 12
"615" -5.34655652584016 71.8070464435659 -1.19209564393285 -1.20309564393284 -1.18109564393285 12
"616" -5.30755686310118 71.9747920381827 -1.18703342150314 -1.19703342150314 -1.17703342150314 12
"617" -5.53603864685616 72.2286255749354 -1.08689600663757 -1.09989600663756 -1.07389600663756 7
"618" -6.20628292073018 71.3257674793698 -1.10047344922867 -1.11647344922866 -1.08547344922867 15
"619" -6.11472092720306 71.5100132024266 -1.07152273283244 -1.09052273283244 -1.05252273283244 12
"620" -5.43852945590829 71.7787710934744 -1.17526440659164 -1.20126440659164 -1.14926440659164 10
"621" -5.53724187394958 72.229472605042 -1.10335681016063 -1.12235681016063 -1.08435681016063 9
"622" -5.31845387243427 72.229778461408 -1.2421046267514 -1.2581046267514 -1.2261046267514 8
"623" -6.39943061492338 71.2507077881412 -1.21316459230803 -1.23016459230803 -1.19616459230803 11
"624" -5.31868070929241 72.2437975618073 -1.14557521697746 -1.18557521697746 -1.10657521697746 9
"625" -5.32753371985816 72.2420446808511 -1.03174637546737 -1.11374637546738 -0.950746375467375 4
"626" -7.2749525 72.3837570909091 -1.26898509510615 -1.42198509510614 -1.12598509510615 3
"627" -21.993829050834 -136.189821076251 -1.35763363117881 -1.37363363117881 -1.34163363117881 6
"628" -18.1032820682303 -141.073026098081 -1.10866381976607 -1.13666381976606 -1.08066381976607 4
"629" -18.7187408770161 -141.871356814516 -1.29694285240903 -1.32194285240903 -1.27294285240903 6
"630" -21.481409603352 -135.641359298883 -1.15070268359361 -1.18170268359361 -1.11970268359361 4
"631" -19.6289757850071 -140.436793833098 -1.34268690264458 -1.37368690264458 -1.31268690264458 3
"632" -21.3284063119835 -136.539575717975 -1.42858940593658 -1.44958940593658 -1.40858940593658 6
"633" -20.8003225778331 -138.575136500623 -1.28937835197175 -1.31837835197175 -1.26137835197175 4
"634" -21.446527582846 -136.402283684211 -1.57230081387178 -1.60230081387178 -1.54330081387178 6
"635" -19.1221170758123 -140.722849590854 -1.26221787369688 -1.28821787369688 -1.23721787369688 4
"636" -21.3175087893762 -136.658738956146 -1.68974409682677 -1.72374409682676 -1.65674409682676 6
"637" -21.48599 -135.645057093023 -1.17937070055518 -1.22837070055518 -1.13137070055518 2
"638" -32.0473114905269 115.419704718592 -1.0505715915254 -1.0655715915254 -1.03657159152541 36
"639" -31.9795139454688 115.482196141874 -1.05669517763007 -1.06869517763007 -1.04469517763006 29
"640" -31.9822459917739 115.418558942737 -1.12626740829811 -1.13926740829811 -1.11326740829811 45
"641" -32.0358940298258 115.458223956954 -0.996411072763369 -1.00541107276337 -0.987411072763368 48
"642" -28.8376000823735 113.946722281797 -1.0987250875699 -1.1077250875699 -1.0897250875699 32
"643" -28.7342704303788 114.003438424397 -1.10386797647266 -1.11186797647266 -1.09586797647266 44
"644" -28.8503944122582 113.902770197691 -1.18760098705076 -1.21060098705076 -1.16560098705076 22
"645" -28.8119609484587 113.948898842587 -0.997688424740072 -1.01068842474007 -0.984688424740071 20
"646" -28.7855546478054 113.971696500075 -1.25946875803082 -1.27546875803082 -1.24346875803082 38
"647" -28.6722594633427 113.903341506238 -1.11461687572187 -1.12661687572187 -1.10261687572187 36
"648" -28.8160665534351 113.955481494911 -1.01048161263724 -1.02648161263724 -0.994481612637241 27
"649" -28.8381875727944 113.917129710995 -1.16469339751813 -1.19169339751813 -1.13769339751812 9
"650" -26.1541544502618 113.1946991274 -1.02613241425965 -1.06013241425966 -0.993132414259655 9
"651" 63.7772162740656 8.62411555385829 -0.49657773556117 -0.76557773556117 -0.206577735561172 8
"652" 63.81653135661 8.8127137353933 -1.07549907466978 -1.26549907466978 -0.888499074669781 8
"653" 63.7951853896765 8.63298658824194 -0.428882370388304 -0.697882370388303 -0.112882370388306 8
"654" 63.5412380670701 8.37914933262665 0.25864062856739 -0.218359371432609 0.833640628567391 7
"655" 63.8541036293891 8.53246887251486 -0.493125041147404 -0.663125041147403 -0.304125041147405 12
"656" -31.5556079921163 115.276111983247 -1.131323819534 -1.148323819534 -1.114323819534 49
"657" -31.7104315294668 115.350210431868 -1.13175069374527 -1.14475069374527 -1.11875069374527 40
"658" 63.6171508405242 8.5073386313437 -0.775351255845018 -0.894351255845017 -0.650351255845017 15
"659" 64.0078753079262 9.08877705691921 -0.714680917714458 -0.842680917714457 -0.578680917714458 13
"660" 63.9621478519593 8.98360171661781 -1.39712825328577 -1.50812825328577 -1.29312825328577 11
"661" 63.6375247636182 8.61539952597016 -1.0179594600903 -1.1109594600903 -0.925959460090304 13
"662" 63.7852529373859 8.93241322362745 -0.894187974140944 -1.04418797414094 -0.742187974140943 11
"663" 63.8239963569723 8.86300235118873 -0.935027382265698 -1.0130273822657 -0.856027382265697 14
"664" 63.6743981231222 8.8591388470105 -0.992569865745125 -1.13856986574513 -0.846569865745124 5
"665" 63.5801271155621 8.59758333577729 -0.925653793730494 -1.15565379373049 -0.692653793730493 8
"666" -35.2195964285714 134.434453571429 -0.469658873197537 -0.793658873197536 -0.113658873197537 5
"667" -35.1451285714286 134.301204761905 -0.410495370446401 -0.768495370446402 -0.00349537044640158 4
"668" -35.0369666666667 133.914882352941 -1.03148207297113 -1.25448207297113 -0.809482072971132 6
"669" -35.28444 134.57032 -1.09594546006522 -1.27194546006522 -0.923945460065219 5
"670" -35.029584 133.913316 -1.75052915264432 -2.16152915264432 -1.39552915264432 4
"671" -35.2267811320755 134.493082075472 -1.45276626598076 -1.65176626598076 -1.26076626598076 5
"672" 58.5974168458823 9.11490693847059 -0.953980913343017 -1.05798091334302 -0.848980913343016 10
"673" 58.5938951741935 9.08947073258065 -0.612820198019727 -0.905820198019725 -0.298820198019726 7
"674" 58.5903145575342 9.10255283630137 -0.977328624299706 -1.10632862429971 -0.847328624299706 9
"675" 58.5871482553191 9.10830535638298 -0.816751975295233 -1.00375197529523 -0.623751975295232 8
"676" 58.5907150288462 9.10538803980769 -0.816251093378569 -0.991251093378569 -0.635251093378567 9
"677" -34.0309034532374 134.354451582734 -1.17696245563862 -1.25496245563862 -1.10096245563862 8
"678" -34.085701954023 134.25914091954 -0.898156604285753 -1.29515660428575 -0.499156604285751 8
