"Exped" "Date" "mean lat" "mean long" "beta_slope" "inf CI" "sup CI" "String Number"
"Maldives North 2020" "2020-01-15" 6.90736225848564 72.9170198825065 -1.33592987447234 -1.36444987447234 -1.30826987447234 2
"Maldives North 2020" "2020-01-29" 2.81069785103785 72.8054073015873 -1.344825579339 -1.371565579339 -1.318955579339 2
"Maldives North 2020" "2020-01-28" 2.65808653624856 72.9096336306099 -1.27045528723932 -1.28607528723932 -1.25513528723932 2
"Maldives North 2020" "2020-01-18" 5.35390893382353 73.340666875 -1.21121368948801 -1.25113368948801 -1.17264368948801 1
"Maldives North 2020" "2020-01-17" 5.88782911764706 73.1169938235294 -1.42643652681468 -1.47984652681468 -1.37499652681468 2
"Maldives North 2020" "2020-01-30" 2.90360684782609 72.819070326087 -1.18131422015311 -1.25687422015311 -1.10900422015311 2
"Maldives North 2020" "2020-02-01" 3.19722683453237 72.8128374820144 -1.15677283680035 -1.18622283680035 -1.12794283680035 2
"Maldives North 2020" "2020-01-20" 3.49919727272727 73.263613030303 -1.0211292481615 -1.4730292481615 -0.570219248161503 2
"Maldives North 2020" "2020-01-24" 1.87373245065789 73.2282312828947 -1.52358649421266 -1.56706649421266 -1.48216649421266 2
"Maldives North 2020" "2020-01-10" 3.89612757961783 72.6951142675159 -1.22828169519964 -1.32319169519964 -1.13569169519964 2
"Maldives North 2020" "2020-01-26" 2.3224434939759 72.8977181526104 -1.28832697810611 -1.33509697810611 -1.24373697810611 2
"Maldives North 2020" "2020-01-25" 1.93922086021505 73.2377867741936 -1.47251664659152 -1.54647664659152 -1.40430664659152 2
"Maldives North 2020" "2020-01-27" 2.50480672897196 72.9198268224299 -1.16114068330915 -1.21167068330915 -1.11319068330915 2
"Maldives North 2020" "2020-01-16" 6.36571131599082 72.5820131522571 -1.41434463278788 -1.44051463278788 -1.38880463278788 2
"Maldives North 2020" "2020-02-02" 3.6615986 72.6873057 -1.64848512447039 -1.79381512447039 -1.51702512447039 2
"Maldives North 2020" "2020-01-31" 3.05318200845666 72.9201392811839 -1.3273133602656 -1.3633933602656 -1.2925833602656 2
"Maldives North 2020" "2020-01-23" 1.80729264900662 73.4020633112583 -0.977626302839516 -1.02762630283952 -0.927396302839516 1
"Maldives North 2020" "2020-01-21" 3.04978478723404 73.3824826595745 -0.79218080888321 -0.85185080888321 -0.72860080888321 2
"French Polynesia 2013" "2013-06-15" -18.9758333333333 -141.973055555556 -1.31491155213869 -1.52899155213869 -1.12885155213869 1
"French Polynesia 2013" "2013-06-14" -19.2570555555556 -140.850222222222 -1.21803752896354 -1.50026752896354 -0.953137528963535 1
"Gambier 2013" "2013-06-15" -18.71928612 -141.87329328 -1.08607792319694 -1.21879792319694 -0.958757923196944 1
"Galapagos 2019" "2019-11-24" -0.715550344098851 -89.2365438389806 -0.932917726180955 -0.944447726180955 -0.921337726180955 6
"Galapagos 2019" "2019-11-25" -0.671589895256705 -89.2913728857773 -1.52590991245394 -1.58325991245394 -1.47177991245394 5
"Galapagos 2019" "2019-11-27" -0.717831917419405 -89.4997167154522 -1.18753564944809 -1.21578564944809 -1.15992564944809 6
"Galapagos 2019" "2019-11-28" -0.69262442595015 -89.2504549148802 -0.984304700236555 -0.998334700236555 -0.970254700236555 4
"Galapagos 2019" "2019-11-16" -0.79390384497181 -89.5043897757967 -1.09976558518946 -1.21101558518946 -0.993605585189457 3
"Galapagos 2019" "2019-11-23" -0.772444448185138 -89.5674262026627 -1.21809150101288 -1.24837150101288 -1.18885150101288 5
"Galapagos 2019" "2019-11-14" -0.777446578844989 -89.5506599790563 -1.31606567027145 -1.40998567027145 -1.22999567027145 4
"Galapagos 2019" "2019-11-13" -0.733241072953924 -89.493282360858 -1.22444304423785 -1.28885304423785 -1.16346304423785 4
"Galapagos 2019" "2019-11-21" -0.73124878462404 -89.5206286797299 -1.17444888560976 -1.23234888560976 -1.11952888560976 4
"Galapagos 2019" "2019-11-29" -0.752995741170119 -89.3761110991951 -1.21396527539505 -1.30488527539505 -1.12836527539505 4
"Galapagos 2019" "2019-11-15" -0.741832210017102 -89.5589253061583 -1.55165966162061 -1.62855966162061 -1.47810966162061 4
"Revillagigedo 2016" "2016-03-31" 18.7191403846154 -110.888873923077 -0.99518506668179 -1.03643506668179 -0.95387506668179 2
"Revillagigedo 2016" "2016-04-07" 19.3008768055556 -110.856109027778 -1.0615042087277 -1.1229742087277 -1.0013642087277 2
"Revillagigedo 2016" "2016-03-30" 18.7784932467532 -110.868356320346 -1.3585383823529 -1.4127083823529 -1.3075283823529 2
"Revillagigedo 2016" "2016-04-05" 18.9631606666667 -112.0599812 -0.677011143682984 -0.769871143682984 -0.576211143682984 2
"Revillagigedo 2016" "2016-04-08" 19.3496803030303 -110.771070454545 -0.728242143592536 -0.815682143592536 -0.633372143592536 2
"Revillagigedo 2016" "2016-04-06" 19.2573243589744 -110.817506666667 -1.16053068938258 -1.25386068938258 -1.07411068938258 1
"Revillagigedo 2016" "2016-04-09" 19.2739374015748 -110.776246220472 -1.14373430154818 -1.19184430154818 -1.09750430154818 2
"Revillagigedo 2016" "2016-04-10" 19.2709575308642 -110.835811358025 -1.03816128150235 -1.08913128150235 -0.987921281502353 2
"Revillagigedo 2016" "2016-04-02" 18.8253180208333 -110.89546375 -1.29840034060425 -1.37092034060424 -1.23210034060425 2
"Revillagigedo 2016" "2016-04-03" 18.8481520512821 -110.918997051282 -0.639523060928306 -0.734713060928306 -0.535523060928306 2
"Clipperton 2016" "2016-03-16" 10.3313975 -109.185151071429 -1.1682223623284 -1.2220923623284 -1.1169023623284 2
"Clipperton 2016" "2016-03-20" 10.2793630588235 -109.183309764706 -0.907043361979788 -0.965703361979788 -0.846653361979788 2
"Clipperton 2016" "2016-03-14" 10.2716458333333 -109.227813055556 -1.04240915148986 -1.11744915148986 -0.96918915148986 2
"Clipperton 2016" "2016-03-21" 10.3312106593407 -109.253705054945 -1.25027299164126 -1.32107299164126 -1.18453299164126 2
"Clipperton 2016" "2016-03-19" 10.2881164516129 -109.17687483871 -0.978039805050268 -1.05302980505027 -0.902509805050268 2
"Clipperton 2016" "2016-03-18" 10.32316453125 -109.2571778125 -1.06514706847848 -1.12444706847848 -1.00743706847848 2
"Clipperton 2016" "2016-03-22" 10.264409 -109.204887666667 -0.909951409041337 -0.999651409041337 -0.815481409041337 1
"Clipperton 2016" "2016-03-15" 10.265755483871 -109.207622688172 -0.904706077765028 -0.951206077765028 -0.856556077765028 2
"Clipperton 2016" "2016-03-17" 10.338553 -109.213114 -1.15406597920855 -1.21865597920855 -1.09389597920855 1
"Shark Bay 2017" "2017-09-20" -25.9985252238806 112.95463800995 -1.06699980498694 -1.10274980498694 -1.03176980498694 3
"Shark Bay 2017" "2017-09-21" -26.2324100694444 113.14278 -1.0365268384643 -1.0766468384643 -0.996806838464296 2
"Shark Bay 2017" "2017-09-18" -26.1315607407407 112.942911712963 -1.34422852861068 -1.39524852861068 -1.29666852861068 3
"Shark Bay 2017" "2017-09-15" -26.3002613986014 113.190721958042 -1.23891623004724 -1.29051623004724 -1.19045623004724 2
"Shark Bay 2017" "2017-09-16" -26.1358654216867 113.105542228916 -1.21302548081597 -1.25910548081597 -1.16926548081597 2
"Shark Bay 2017" "2017-09-19" -26.3936974566474 113.175342716763 -1.18677965652389 -1.23064965652389 -1.14478965652389 3
"Rowley Shoals 2017" "2017-11-20" -17.2329933279167 119.225373958333 -0.884790491236844 -0.981990491236844 -0.779780491236844 3
"Rowley Shoals 2017" "2017-11-21" -17.0646140764 119.44183404 -0.924450441755481 -1.01362044175548 -0.83050044175548 3
"Rowley Shoals 2017" "2017-11-22" -16.9432769316667 119.678581366667 -0.958690107414694 -1.03377010741469 -0.881470107414694 3
"Wandoo autumn 2017" "2017-05-09" -20.1485610889774 116.234812881806 -1.33588090804827 -1.35548090804827 -1.31673090804827 3
"Wandoo autumn 2017" "2017-05-04" -20.1279776960784 116.427584068627 -1.44382723094985 -1.49225723094985 -1.39769723094985 3
"Wandoo autumn 2017" "2017-05-05" -20.1405018691589 116.431621495327 -1.19226946614777 -1.25679946614777 -1.13077946614777 3
"Wandoo autumn 2017" "2017-05-06" -20.1236723744292 116.453141324201 -1.53260085573524 -1.58714085573524 -1.48072085573524 2
"Wandoo autumn 2017" "2017-05-07" -20.1349916044776 116.222735261194 -1.29781964686261 -1.32854964686261 -1.26816964686261 3
"Wandoo autumn 2017" "2017-05-08" -20.1541838107098 116.224269364882 -1.26513762401893 -1.28889762401893 -1.24199762401893 3
"Wandoo autumn 2017" "2017-05-01" -20.1108627906977 116.440204651163 -1.12708902088794 -1.20880902088794 -1.05020902088794 1
"Ningaloo 2016" "2016-09-18" -21.8620031652174 113.279995771739 -1.09165552711452 -1.13409552711452 -1.05083552711452 3
"Ningaloo 2016" "2016-09-20" -21.8769573214286 113.855059821429 -1.12954490114882 -1.19514490114882 -1.06779490114882 2
"Ningaloo 2016" "2016-09-16" -21.9183979069767 113.801781860465 -1.10778012392308 -1.18195012392308 -1.03767012392308 2
"Ningaloo 2016" "2016-09-19" -21.5407007894737 113.759819473684 -1.70016949426595 -1.98893949426595 -1.44707949426595 1
"Ningaloo 2016" "2016-09-22" -21.924816015625 113.621305078125 -0.976629594251908 -1.03452959425191 -0.918449594251908 3
"Ningaloo 2016" "2016-09-17" -21.7308986363636 113.723714545455 -0.999448029043848 -1.16903802904385 -0.829818029043848 1
"Ningaloo 2016" "2016-09-21" -21.8264155172414 113.34118954023 -0.871446931172275 -0.927136931172275 -0.814586931172275 3
"Wandoo spring 2017" "2017-10-04" -20.1612180851064 116.214693617021 -1.04712010703949 -1.09166010703949 -1.00336010703949 4
"Wandoo spring 2017" "2017-10-02" -20.1501986842105 116.284807894737 -1.16313884047639 -1.22651884047639 -1.10340884047639 4
"Wandoo spring 2017" "2017-10-01" -20.1195048387097 116.423669354839 -1.17395031342838 -1.25109031342838 -1.10155031342838 3
"Wandoo spring 2017" "2017-10-03" -20.1324333333333 116.223535294118 -1.11638799327743 -1.18467799327743 -1.05182799327743 3
"Wandoo spring 2017" "2017-09-28" -20.1285060869565 116.43200173913 -0.821448922096734 -0.859078922096734 -0.782498922096734 3
"NW Long Reef 2018" "2018-09-18" -14.0221170056897 125.489014544828 -1.11515523754508 -1.15260523754508 -1.07833523754508 4
"NW Long Reef 2018" "2018-09-19" -13.8627385830243 125.493075333933 -1.23701871397582 -1.25976871397582 -1.21463871397582 4
"NW Long Reef 2018" "2018-09-21" -13.7264000903146 125.684397216826 -1.10470099758533 -1.12391099758533 -1.08572099758533 4
"NW Long Reef 2018" "2018-09-20" -13.8609596041333 125.95574704 -1.07714037547289 -1.13819037547289 -1.01771037547289 4
"NW Long Reef 2018" "2018-09-22" -13.989074391 125.918485172222 -1.12252634047563 -1.18501634047563 -1.06221634047563 4
"NW Long Reef 2018" "2018-09-23" -13.871376480472 125.905548283186 -0.841289294023625 -0.879809294023625 -0.802009294023625 4
"Argo 2017" "2017-11-18" -15.3459930089401 118.015785082949 -1.38631741375516 -1.45166741375516 -1.32436741375516 4
"Argo 2017" "2017-11-16" -14.7029966773535 118.806902026643 -1.14543085087476 -1.17318085087476 -1.11810085087476 4
"Argo 2017" "2017-11-17" -15.3315724843359 118.700918527344 -1.07317264470491 -1.09888264470491 -1.04792264470491 4
"Perth Canyon Autumn 2018" "2018-05-12" -31.9785129032258 115.114874193548 -0.949183678420226 -1.02790367842023 -0.867903678420226 4
"Perth Canyon Autumn 2018" "2018-05-07" -31.9333813490323 115.215275564516 -1.10368909632414 -1.14922909632414 -1.05948909632414 3
"Perth Canyon Autumn 2018" "2018-04-17" -32.0165062567532 115.238286567532 -1.20224934400393 -1.28392934400393 -1.12498934400393 2
"Wandoo spring 2019" "2019-09-10" -20.14964641625 116.237580767857 -0.975199991608704 -1.0459499916087 -0.903769991608704 4
"Wandoo spring 2019" "2019-09-11" -20.1486660369048 116.384713666667 -0.974463090916621 -1.06311309091662 -0.884883090916621 3
"Wandoo spring 2019" "2019-09-08" -20.1366860880992 116.424726669421 -0.807546492769869 -0.864466492769869 -0.747926492769869 4
"Wandoo spring 2019" "2019-09-09" -20.1424249703448 116.198936241379 -0.796711498236252 -0.881521498236252 -0.705941498236252 4
"Wandoo spring 2019" "2019-09-07" -20.118876034717 116.438264735849 -0.946848592453549 -1.01752859245355 -0.874608592453549 3
"Shark Bay 2018" "2018-08-06" -26.1904833710811 113.100907018018 -1.21276096482214 -1.26650096482214 -1.16257096482214 4
"Shark Bay 2018" "2018-08-14" -25.8851673899123 112.898825412281 -0.987099709595447 -1.03580970959545 -0.938219709595447 4
"Shark Bay 2018" "2018-08-07" -26.403984451875 113.116651972222 -1.29334977079417 -1.34978977079417 -1.24106977079417 4
"Shark Bay 2018" "2018-08-08" -26.479854765618 113.279836089888 -1.10602172875583 -1.15386172875583 -1.06012172875583 3
"Shark Bay 2018" "2018-08-11" -26.2225104549315 113.179714109589 -1.23953178599494 -1.31164178599494 -1.17365178599494 1
"Shark Bay 2018" "2018-08-13" -26.0630780951327 112.996128371681 -1.07453976050734 -1.11735976050734 -1.03275976050734 4
"FNQ Jun 2017" "2017-06-16" -10.71660963275 143.93823765 -0.896786765175656 -0.995236765175656 -0.794266765175656 2
"FNQ Jun 2017" "2017-06-18" -10.6742184972 143.9149002 -0.673944035320588 -0.843564035320588 -0.480934035320588 2
"FNQ Jun 2017" "2017-06-12" -11.2528601403571 143.084547071429 -0.805449484961077 -0.976319484961077 -0.623399484961077 2
"FNQ Jun 2017" "2017-06-07" -12.1874185763636 143.322090363636 -0.944249125768722 -1.05932912576872 -0.825229125768722 2
"FNQ Jun 2017" "2017-06-13" -9.91896021486842 143.404391684211 -0.967186254057153 -1.07760625405715 -0.855436254057153 2
"FNQ Jun 2017" "2017-06-11" -11.5005443610345 143.224220482759 -0.725368268559072 -0.859658268559072 -0.574148268559072 2
"FNQ Jun 2017" "2017-06-15" -9.88515304352381 143.447583428571 -0.89099150148018 -1.01356150148018 -0.76013150148018 2
"New Caledonia 2012" "2012-10-18" -19.1416666666667 163.667666666667 -0.840115477233243 -0.931965477233243 -0.741975477233243 1
"New Caledonia 2012" "2012-10-22" -19.0858333333333 163.700116666667 -1.05479634100042 -1.12983634100042 -0.980436341000419 1
"New Caledonia 2012" "2012-10-24" -19.4323303030303 163.215648484849 -0.885327653896418 -0.934697653896418 -0.834277653896418 1
"New Caledonia 2012" "2012-10-20" -18.8642967948718 163.548281410257 -1.05107151532272 -1.09129151532272 -1.01107151532272 2
"Perth Canyon Autumn 2019" "2019-04-11" -32.0210306376351 115.122994148405 -0.973366918873766 -1.03739691887377 -0.908596918873766 6
"Perth Canyon Autumn 2019" "2019-04-12" -31.929628374806 115.051622417635 -0.226795094719823 -0.407185094719823 -0.0161850947198229 4
"Perth Canyon Autumn 2019" "2019-04-09" -31.948388304874 115.097255682246 -1.38158796718889 -1.46401796718889 -1.30444796718889 6
"Perth Canyon Autumn 2019" "2019-04-10" -31.954559473347 115.20353347105 -0.987982595083301 -1.0549325950833 -0.920802595083301 4
"Cocos 2016" "2016-11-18" -12.0958775531897 96.8202683683621 -1.01440576162076 -1.06204576162076 -0.966955761620761 2
"Cocos 2016" "2016-11-20" -12.1240605859375 96.8184006315625 -1.10878447181918 -1.20165447181918 -1.02139447181918 2
"Cocos 2016" "2016-11-12" -12.1623191337209 96.8002096155814 -1.11076818664085 -1.17779818664085 -1.04799818664085 2
"Cocos 2016" "2016-11-21" -12.1997127958824 96.8128237632353 -0.872066115579854 -0.949466115579854 -0.788396115579854 1
"Cocos 2016" "2016-11-19" -12.1116490332567 96.798693519387 -1.72844199391745 -1.82065199391745 -1.64324199391745 1
"Cocos 2016" "2016-10-11" -12.0729446521528 96.8178812782292 -0.844743380819827 -0.876643380819827 -0.811943380819827 1
"Cocos 2016" "2016-11-13" -12.1789458470726 96.7774714926776 -1.26633871373799 -1.28431871373799 -1.24875871373799 3
"Cocos 2016" "2016-11-14" -12.2266782837931 96.8339088306897 -1.17657741821966 -1.29132741821966 -1.07215741821966 2
"Cocos 2016" "2016-11-17" -12.08031661 96.7736764381284 -1.11687354607922 -1.13740354607922 -1.09669354607922 2
"Cocos 2016" "2016-11-11" -12.0800074135478 96.9256898119652 -1.03095258720148 -1.04849258720148 -1.01349258720148 2
"Cocos 2016" "2016-11-16" -12.0374598358065 96.88012145 -1.09708824616271 -1.21505824616271 -0.984048246162708 2
"FNQ Nov 2017" "2017-12-02" -11.5397321364039 143.266278389163 -0.983936242440844 -1.02145624244084 -0.946286242440844 2
"FNQ Nov 2017" "2017-12-03" -11.622496857767 143.103120789644 -1.05044129155161 -1.07756129155161 -1.02357129155161 2
"FNQ Nov 2017" "2017-12-04" -12.1747223439535 143.310792162791 -0.886322121704167 -0.932822121704167 -0.838412121704167 2
"FNQ Nov 2017" "2017-12-05" -12.1831498187654 143.326752925926 -0.872429890795607 -0.931739890795607 -0.810559890795607 2
"FNQ Nov 2017" "2017-12-06" -13.4748022528351 143.893303778351 -1.16564557673466 -1.20871557673466 -1.12400557673466 2
"FNQ Nov 2017" "2017-11-30" -10.2498165608696 143.690246 -1.37932738349588 -1.42243738349588 -1.33842738349588 1
"FNQ Nov 2017" "2017-11-28" -10.0209736430834 143.613566494192 -1.37757775668949 -1.40386775668949 -1.35215775668949 2
"FNQ Nov 2017" "2017-11-29" -10.0198748201439 143.728154748201 -1.58111341110353 -1.63986341110353 -1.52565341110353 2
"FNQ Nov 2017" "2017-12-01" -11.5942884820028 143.140930521862 -1.31819924109079 -1.34828924109079 -1.28895924109079 2
"NW Long Reef 2017" "2017-07-01" -13.904483539 125.700010391667 -1.21855071642026 -1.27665071642026 -1.16369071642026 2
"NW Long Reef 2017" "2017-07-03" -13.9350959273228 125.599934748032 -1.1528757202952 -1.2028357202952 -1.1049257202952 2
"NW Long Reef 2017" "2017-06-30" -13.863064177 125.738769666667 -0.81907462427704 -0.986264624277039 -0.642254624277039 1
"NW Long Reef 2017" "2017-07-05" -13.715061996 125.7663779 -0.958560685086845 -1.11064068508685 -0.803280685086845 2
"NW Long Reef 2017" "2017-07-04" -13.951701444881 125.602711309524 -0.937659378004541 -0.99278937800454 -0.881369378004541 2
"Azores 2018" "2018-06-04" 38.5277882051282 -28.2919676923077 -0.06173442785897 -0.33090442785897 0.26623557214103 2
"Azores 2018" "2018-06-03" 38.5036779808714 -28.1992776726886 -1.23909433052175 -1.26702433052175 -1.21158433052175 2
"Azores 2018" "2018-06-20" 38.0506951724138 -29.3036231034483 -1.18261583501957 -1.26641583501957 -1.10414583501957 2
"Azores 2018" "2018-06-21" 38.3818195 -28.0455845 -0.76800133371437 -0.95108133371437 -0.56562133371437 2
"Azores 2018" "2018-06-08" 39.3328431118143 -31.2174732489451 -1.20483821397358 -1.22513821397358 -1.18490821397358 2
"Azores 2018" "2018-06-22" 38.357668974359 -28.2425425641026 -1.55256406656865 -1.74886406656865 -1.38899406656865 2
"Azores 2018" "2018-06-19" 38.9893283142726 -29.906155615279 -1.16884987496953 -1.17668987496953 -1.16107987496953 1
"Azores 2018" "2018-06-05" 38.5542278723404 -28.3203355319149 -1.83615644792755 -2.06591644792755 -1.62286644792755 1
"Azores 2018" "2018-06-14" 39.5170872007722 -31.0655487837838 -1.20112704451281 -1.22610704451281 -1.17683704451281 1
"Azores 2018" "2018-06-07" 39.3610840993789 -31.1190502795031 -1.29859639573958 -1.34810639573958 -1.25071639573958 2
"Azores 2018" "2018-06-12" 39.6306684 -31.11567 -1.27294275754159 -1.61670275754159 -0.946432757541591 2
"Azores 2018" "2018-06-16" 39.3752918226601 -31.8880347044335 -1.21467533517797 -1.23612533517797 -1.19369533517797 3
"Azores 2018" "2018-06-13" 39.7202962962963 -31.0522351851852 -1.20738281981435 -1.33905281981435 -1.08896281981435 2
"Azores 2018" "2018-06-10" 39.669024 -31.07276 -1.33966764486911 -1.50563764486911 -1.20139764486911 2
"Azores 2018" "2018-06-09" 39.3146078 -31.3121100727273 -0.707370171718128 -0.763830171718128 -0.650050171718128 1
"Geographe Bay 2019" "2019-03-09" -33.5387671432036 115.384066243949 -1.02910881294096 -1.07668881294096 -0.981828812940965 1
"Geographe Bay 2019" "2019-03-10" -33.5886546299078 115.222243067347 -1.1771407234277 -1.1937707234277 -1.1606907234277 4
"Bremer 2017" "2017-02-27" -34.7609636363636 119.522981818182 -1.30353202379297 -1.40524202379297 -1.21260202379297 2
"Bremer 2017" "2017-02-28" -34.7238648648649 119.574459459459 -1.04634338903375 -1.12752338903375 -0.967103389033745 2
"Bremer 2017" "2017-03-01" -34.644803030303 119.813863636364 -1.01668471132895 -1.08281471132895 -0.950934711328949 2
"Bremer 2017" "2017-03-02" -34.6469383561644 119.886068493151 -1.01984106369027 -1.05314106369027 -0.986751063690267 2
"Bremer 2017" "2017-03-03" -34.6170833333333 119.962055555556 -1.03928005575536 -1.11916005575536 -0.961090055755362 2
"Bremer 2017" "2017-03-05" -34.8184973544974 119.413037037037 -1.15875086278737 -1.20249086278737 -1.11640086278737 2
"Bremer 2017" "2017-03-06" -34.6174123723529 119.931319196078 -1.06013078548427 -1.12659078548427 -0.995510785484271 2
"Bremer 2017" "2017-03-08" -34.78346 119.363305142857 -1.05037548738652 -1.15534548738652 -0.947635487386521 2
"Bremer 2019" "2019-03-06" -34.7179056475155 119.677856062112 -1.12106837202633 -1.15879837202633 -1.08457837202633 4
"Bremer 2019" "2019-03-07" -34.6525372676923 119.989555615385 -1.17471341938945 -1.29324341938945 -1.06762341938945 4
"Bremer 2019" "2019-03-08" -34.7534734503636 119.559258545455 -1.25508379344225 -1.35066379344225 -1.16796379344225 4
"Bremer 2019" "2019-03-09" -34.6951902601695 119.859932932203 -1.23703682851387 -1.32485682851387 -1.15646682851387 4
"Bremer 2019" "2019-03-10" -34.7854786653938 119.459120973747 -1.00452884658886 -1.03145884658886 -0.977618846588856 4
"Recherche Archipelago West 2019" "2019-02-15" -34.6217750869565 122.019276073913 -1.11646692462338 -1.15011692462338 -1.08363692462338 4
"Recherche Archipelago West 2019" "2019-02-16" -34.117921242236 122.09134291135 -0.817590283570443 -0.839940283570443 -0.795080283570443 2
"Recherche Archipelago West 2019" "2019-02-12" -34.09293893547 122.029386350551 -1.40402963946712 -1.41469963946712 -1.39347963946712 4
"Recherche Archipelago West 2019" "2019-02-13" -34.1149725141563 121.893725865232 -1.11775227393156 -1.13374227393156 -1.10198227393156 4
"Recherche Archipelago West 2019" "2019-02-14" -34.0595919647004 122.269870131909 -1.11929447711377 -1.13035447711377 -1.10827447711377 4
"Recherche Archipelago West 2019" "2019-02-17" -34.6155789767442 121.894078976744 -1.24285055451769 -1.28554055451769 -1.20227055451769 4
"Gracetown 2018" "2018-05-22" -34.0063294556818 114.776290204545 -1.08872989708856 -1.17343989708856 -1.00719989708856 3
"Gracetown 2018" "2018-06-01" -33.9611785994521 114.724085054795 -1.1133419020411 -1.1883519020411 -1.0408019020411 4
"Gracetown 2018" "2018-06-02" -33.9512285941667 114.733733270833 -0.910090667033921 -0.976310667033921 -0.840880667033922 6
"Gracetown 2019" "2019-02-28" -34.1142245658495 114.856216203807 -0.695618587108121 -0.750948587108121 -0.637288587108121 4
"Gracetown 2019" "2019-03-02" -34.1084410221194 114.684787878622 -1.14996265023578 -1.16945265023578 -1.13066265023578 5
"Gracetown 2019" "2019-03-03" -33.9913029303255 114.733178715657 -1.28481961506243 -1.34188961506243 -1.23117961506243 6
"Gracetown 2019" "2019-03-06" -33.975805633024 114.855014814318 -1.62593828787808 -1.93557828787808 -1.37957828787808 4
"Geographe Bay 2017" "2017-02-04" -33.5288394280303 115.193105181818 -1.18875007701349 -1.24418007701349 -1.13575007701349 2
"Geographe Bay 2017" "2017-02-08" -33.5093981970833 115.246621504167 -1.08747645170054 -1.19945645170054 -0.981256451700543 1
"Geographe Bay 2017" "2017-02-05" -33.5829065712871 115.213464330693 -1.20344347724563 -1.54928347724563 -0.860713477245631 2
"Geographe Bay 2018" "2018-02-10" -33.4025543217143 115.190702728571 -1.10213644859057 -1.17676644859057 -1.02980644859057 6
"Geographe Bay 2018" "2018-02-11" -33.4681738529167 115.139201916667 -1.46536542568116 -1.62292542568116 -1.32790542568116 3
"Ningaloo 2019" "2019-10-01" -21.6049651297436 114.239310461538 -0.773611166452396 -0.863401166452396 -0.673161166452396 4
"Ningaloo 2019" "2019-10-02" -21.9895770822464 113.818327355072 -0.926982785155881 -0.964472785155881 -0.88866278515588 6
"Ningaloo 2019" "2019-10-03" -21.8466865820225 113.834359629213 -1.05298428524403 -1.08732428524403 -1.01910428524403 6
"Ningaloo 2019" "2019-10-06" -21.7276117293056 113.926733611111 -0.876475414244692 -0.936825414244692 -0.813335414244692 4
"Perth Canyon Autumn 2013" "2013-03-30" -31.9242069518717 115.117536363636 -0.85883805357235 -0.92319805357235 -0.79328805357235 2
"Perth Canyon Autumn 2013" "2013-04-01" -31.9551886363636 115.101752272727 -1.31137831960054 -1.43240831960054 -1.20386831960054 2
"Perth Canyon Autumn 2013" "2013-03-31" -31.9412818181818 115.091603030303 -3.16376699112992 -3.66376699112992 -2.68284699112992 2
"Perth Canyon Spring 2018" "2018-12-13" -31.9613892561983 115.167275206612 -1.47926808908123 -1.57447808908123 -1.39278808908123 4
"Perth Canyon Spring 2018" "2018-12-06" -31.9947380434783 115.027132608696 -1.09666872447013 -1.16544872447013 -1.02953872447013 4
"Perth Canyon Spring 2018" "2018-12-14" -32.0010870967742 115.148808387097 -1.51696924677004 -1.60916924677004 -1.43188924677004 5
"Recherche Archipelago East 2019" "2019-01-28" -33.9353658333333 124.183857532051 -1.15724367176981 -1.19655367176981 -1.11968367176981 4
"Recherche Archipelago East 2019" "2019-01-29" -33.8108683 124.269523473 -1.19755475007748 -1.21212475007748 -1.18315475007748 4
"Recherche Archipelago East 2019" "2019-01-31" -33.8005376129548 124.374167090364 -1.30529025409814 -1.32082025409814 -1.28998025409814 4
"Recherche Archipelago East 2019" "2019-02-01" -33.8245421574803 124.30289724252 -1.32108026252631 -1.35203026252631 -1.29111026252631 4
"Recherche Archipelago East 2019" "2019-02-02" -33.8892965818831 124.258350796519 -1.29059622487855 -1.30684622487855 -1.27457622487855 2
"Recherche Archipelago East 2019" "2019-01-30" -33.7187536107383 124.375272146309 -1.21926684661102 -1.24467684661102 -1.19436684661102 4
"Recherche Archipelago Middle 2019" "2019-02-04" -34.2477513888889 123.278957833333 -1.05022889644962 -1.09672889644962 -1.00445889644962 4
"Recherche Archipelago Middle 2019" "2019-02-05" -34.0943871597633 123.326646597633 -1.1133415310981 -1.15636153109811 -1.0713915310981 4
"Recherche Archipelago Middle 2019" "2019-02-06" -34.21291112 123.140409888 -1.10873283019445 -1.15335283019445 -1.06551283019445 4
"Recherche Archipelago Middle 2019" "2019-02-07" -34.2298866607774 123.460803592462 -0.916637638641738 -0.951737638641738 -0.881307638641738 4
"Recherche Archipelago Middle 2019" "2019-02-08" -34.3360234117647 123.609653717647 -0.966798090892958 -1.01743809089296 -0.915558090892958 4
"Recherche Archipelago Middle 2019" "2019-02-09" -34.312897826087 123.520730782609 -1.2927014003866 -1.4894714003866 -1.1180714003866 2
"Gracetown 2020" "2020-03-07" -33.8994830857134 114.792077940785 -1.092004033907 -1.151814033907 -1.033994033907 4
"Gracetown 2020" "2020-03-08" -34.1005840093236 114.714679592712 -1.22482631259374 -1.27539631259374 -1.17744631259374 4
"Gracetown 2020" "2020-03-09" -34.0941324916708 114.860896973263 -1.18909011106919 -1.22598011106919 -1.15364011106919 6
"Gracetown 2020" "2020-03-10" -33.9636266266862 114.760286521873 -1.23681842954436 -1.35402842954436 -1.13501842954436 4
"Gracetown 2020" "2020-03-11" -34.053125175732 114.747429395264 -1.28261576886984 -1.41282576886984 -1.16859576886984 2
